39 21 97
39 25 85
39 70 134
39 71 84
39 74 151
40 32 111
40 33 128
40 47 108
40 64 92
41 18 115
41 28 105
41 36 101
41 37 59
41 45 63
41 61 169
41 72 115
42 3 177
42 7 144
42 38 144
42 43 77
42 63 146
42 69 63
42 71 131
43 7 91
43 15 163
43 42 77
43 48 92
43 63 126
44 35 109
44 49 92
44 53 135
44 56 115
44 85 69
45 18 117
45 28 77
45 41 63
45 58 165
45 77 133
45 89 153
45 91 112
46 12 112
46 15 137
46 19 131
46 24 130
46 47 86
46 82 60
47 24 134
47 32 71
47 33 139
47 40 108
47 46 86
47 82 82
48 7 137
48 12 107
48 15 151
48 30 141
48 43 92
49 35 128
49 37 115
49 44 92
49 53 79
49 72 100
49 79 156
49 85 134
49 86 147
50 14 62
50 35 146
50 53 141
50 61 154
51 2 118
51 8 104
51 10 83
51 52 133
51 55 70
51 77 152
52 10 105
52 21 107
52 51 133
52 55 95
52 70 112
52 88 120
53 35 74
53 44 135
53 49 79
53 50 141
53 61 93
53 72 85
54 55 85
54 57 57
54 67 150
54 88 73
55 8 144
55 51 70
55 52 95
55 54 85
55 88 154
56 22 118
56 29 120
56 35 116
56 44 115
57 54 57
57 67 166
57 88 134
58 3 57
58 18 68
58 21 180
58 45 165
58 71 178
58 89 111
59 2 156
59 62 53
59 80 114
60 2 135
60 27 101
60 76 81
60 77 138
60 80 66
60 95 47
61 14 108
61 27 114
61 28 120
61 41 169
61 50 154
61 53 93
61 72 55
62 59 53
62 80 62
63 3 104
63 15 156
63 19 141
63 23 128
63 42 146
63 43 126
64 32 104
64 40 92
64 65 43
65 31 151
65 32 73
65 64 43
66 9 139
66 11 115
67 54 150
67 57 166
67 68 69
67 88 133
68 67 69
68 88 91
68 90 72
69 1 70
69 38 115
69 42 63
69 71 72
70 21 108
70 25 49
70 39 134
70 52 112
70 88 76
70 90 71
71 1 35
71 3 136
71 21 126
71 39 84
71 42 131
71 58 178
71 69 72
72 28 130
72 37 102
72 41 115
72 49 100
72 53 85
72 61 55
73 1 123
73 5 165
73 38 59
73 74 50
74 1 112
74 39 151
74 73 50
75 92 14
75 93 11
75 94 14
76 14 128
76 27 54
76 60 81
76 80 120
77 2 167
77 10 124
77 45 133
77 51 152
77 60 138
77 89 121
77 91 31
77 93 57
77 94 37
77 95 90
78 27 86
78 28 78
78 91 37
78 92 16
78 95 33
79 16 115
79 17 63
79 49 156
79 85 92
79 86 78
80 2 127
80 59 114
80 60 66
80 62 62
80 76 120
81 11 106
81 12 76
81 31 76
81 34 217
81 82 77
82 12 130
82 31 54
82 32 87
82 46 60
82 47 82
82 81 77
83 4 169
83 6 156
83 13 67
83 84 167
84 4 172
84 7 123
84 13 103
84 26 129
84 30 45
84 83 167
85 17 76
85 44 69
85 49 134
85 79 92
86 16 115
86 36 117
86 37 105
86 49 147
86 79 78
86 87 121
87 16 103
87 19 89
87 23 82
87 24 99
87 36 122
87 86 121
88 52 120
88 54 73
88 55 154
88 57 134
88 67 133
88 68 91
88 70 76
88 90 95
89 10 74
89 21 150
89 45 153
89 58 111
89 77 121
90 25 95
90 68 72
90 70 71
90 88 95
91 28 84
91 45 112
91 77 31
91 78 37
91 92 47
91 94 33
92 75 14
92 78 16
92 91 47
92 93 21
92 94 29
92 95 25
93 75 11
93 77 57
93 92 21
93 94 20
93 95 35
94 75 14
94 77 37
94 91 33
94 92 29
94 93 20
95 27 85
95 60 47
95 77 90
95 78 33
95 92 25
95 93 35
